id_pedido,cpf,valor_pedido,valor_frete,valor_desconto,cupom,endereco_entrega_logradouro,endereco_entrega_numero,endereco_entrega_bairro,endereco_entrega_cidade,endereco_entrega_estado,endereco_entrega_pais,status_pedido,data_pedido
8ad78aa1-c07e-4376-8d5f-393ca6dc7635,276.678.258-45,798.60,16.18,0.00,,Campo de Teixeira,21,Jardim Alvorada,Ribeiro,TO,Brasil,pendente,2024-03-16
ae431225-e9cc-452d-b0b6-67e4f781cb49,661.246.193-33,1301.08,69.81,0.00,,Rua de Nunes,2,Madre Gertrudes,Cunha,RS,Brasil,pago,2024-12-01
70d4854d-41f0-4cb5-b8b0-9ba8a64a4151,883.630.067-60,646.21,44.20,0.00,,Lago de Almeida,2,Vila Independencia 2ª Seção,da Cruz,PE,Brasil,enviado,2024-11-02
cd2fd6b7-16a0-4332-965e-295fd790ffa9,385.295.431-81,643.15,59.16,0.00,,Trecho Correia,51,Conjunto Novo Dom Bosco,Nogueira,PA,Brasil,enviado,2024-03-11
756b59ee-7242-4046-987a-7dde66bb5dfd,846.726.154-09,831.09,35.72,0.00,,Parque de Brito,68,Conjunto São Francisco De Assis,Rodrigues de Goiás,MT,Brasil,cancelado,2024-08-12
cdd85de0-6a93-4b07-8ea5-48d96512a60d,522.163.047-24,628.32,9.92,115.80,CUPOMF4473B63,Recanto de Sousa,71,Vila Jardim Montanhes,das Neves,DF,Brasil,pendente,2024-12-13
1783b9df-27b6-4d9c-909a-fe8cf2f407c2,229.550.116-02,668.96,65.26,0.00,,Sítio de Ribeiro,9,Chácara Leonina,Cunha,GO,Brasil,pendente,2025-09-18
4cd9c11b-35fc-4d02-abc5-579378829240,448.464.783-62,370.89,43.30,0.00,,Viaduto Jesus,19,São Pedro,Mendes,AC,Brasil,pago,2023-12-24
c85f5d9d-babb-45e0-b43c-c3b5eb677730,456.158.253-74,1095.44,74.46,0.00,,Viaduto de Teixeira,46,Vila Santo Antônio,Pimenta,PE,Brasil,cancelado,2024-06-04
109a0145-2256-4612-a5f6-7b260e033535,962.350.157-90,354.64,15.38,55.16,CUPOM03B98D00,Favela Almeida,9,Mineirão,Oliveira,RS,Brasil,cancelado,2024-04-07
053ab9a9-ed83-4ab6-ae4a-6e658b2ad39b,997.315.731-24,875.34,39.92,123.64,CUPOMC22006CC,Vale Sabrina Duarte,26,Vila São Geraldo,Andrade,RS,Brasil,cancelado,2024-07-25
e1df9c25-2dd2-4c39-96ac-501ac87b5fa9,454.186.762-70,850.50,32.52,0.00,,Praia Silva,946,Caiçara - Adelaide,Abreu,RR,Brasil,pago,2025-04-16
93fd157e-4a55-4e21-a59b-82065a83bfb3,404.437.732-42,429.77,5.80,72.61,CUPOM11B5D9DA,Travessa de Gomes,48,São Lucas,da Rocha,MT,Brasil,pendente,2024-12-11
fde197ea-e329-4014-ad35-cf93c6fc1d75,907.615.615-41,319.59,59.65,0.00,,Chácara Maria Laura Campos,2,Senhor Dos Passos,Silva de Sampaio,AM,Brasil,enviado,2025-04-27
322c0d5c-a115-451e-a06c-827b3d3b0cbe,576.047.555-74,660.09,98.98,0.00,,Alameda Sabrina Sales,59,Pirineus,Fonseca de da Luz,PR,Brasil,enviado,2024-06-10
31ea5730-e54d-4117-a95f-31bd316b8d4b,462.631.775-74,492.46,20.41,0.00,,Jardim Diego Moreira,5,Satelite,Costela da Praia,PI,Brasil,entregue,2024-01-03
f53e079c-b620-4670-8412-2781663d2275,822.826.565-04,715.47,8.41,0.00,,Trecho Sá,262,Bonsucesso,Vieira de da Cunha,RR,Brasil,pago,2024-09-17
046ce8ef-40af-4e37-ae9c-f2dcb09f33e7,565.981.313-03,574.59,94.12,63.14,CUPOM8B41F81F,Sítio de Fernandes,59,Monte São José,Moreira,RN,Brasil,entregue,2023-12-08
a99c47ae-344e-4813-a2a7-21fcfe384e6c,913.935.965-38,897.63,15.40,0.00,,Viaduto Costa,93,Aparecida,Mendonça,PB,Brasil,pendente,2024-07-28
a3b19180-1420-4f6d-ac4e-6fa4c5edb07d,186.886.396-02,1293.28,35.70,0.00,,Quadra Correia,77,Vila Sesc,Souza de Minas,ES,Brasil,cancelado,2024-08-12
0a31e728-f976-4520-b0b7-18c643bf287f,458.006.574-72,1298.99,11.00,0.00,,Chácara de Novais,8,Vila Inestan,Santos Verde,RJ,Brasil,enviado,2024-04-28
b7f0001f-00b3-4060-be3a-0552436fe699,148.085.856-72,1519.16,11.68,0.00,,Praia Brenda Costa,55,Álvaro Camargos,Cavalcante do Norte,PB,Brasil,pendente,2023-11-17
b2c70282-008f-46de-808b-aab4c937066c,550.761.429-96,1996.71,42.61,0.00,,Alameda de Mendonça,36,Novo Aarão Reis,Campos de Jesus,RR,Brasil,entregue,2025-08-27
86e465c5-d1b4-4165-8895-2858ed7a25a6,237.975.408-29,1669.14,47.12,0.00,,Pátio Silveira,54,Funcionários,da Rosa,SC,Brasil,pendente,2025-08-15
e2610ae6-132e-47e0-92e3-79c9ca021800,902.046.515-81,1297.70,90.16,0.00,,Aeroporto Hadassa Rodrigues,6,União,da Paz de das Neves,AP,Brasil,entregue,2025-05-11
f842b15e-399e-4ec1-8e01-77ad7b7a2078,800.397.409-50,1393.42,24.04,0.00,,Travessa da Mata,15,Vila Primeiro De Maio,Ferreira do Galho,PA,Brasil,entregue,2024-06-05
a9b1b6c5-ba1f-40dd-a829-74459f176950,907.097.004-33,1557.57,24.78,0.00,,Viaduto de Araújo,61,Acaba Mundo,Nogueira,ES,Brasil,pago,2024-05-26
b9872fff-57e8-4fc1-b1e2-f46379f01a38,723.866.567-40,318.00,66.64,0.00,,Praia de Abreu,93,Vila Vista Alegre,Sampaio dos Dourados,DF,Brasil,entregue,2024-10-18
a2cd05c1-1049-4668-ae9e-9539fcea64be,034.827.643-73,1442.80,95.33,0.00,,Feira de Borges,452,São Francisco,Cassiano,MA,Brasil,cancelado,2023-10-26
fbfadce4-4015-4dcc-bdd5-7552df6ed94b,509.906.116-02,1042.25,61.95,0.00,,Chácara Amanda Cardoso,2,Conjunto Celso Machado,Viana das Flores,PB,Brasil,entregue,2024-09-29
65f326cd-a12f-4395-897f-e51e535562c6,782.331.249-13,1301.47,75.21,0.00,,Colônia Vasconcelos,47,Vitoria,da Rosa Paulista,RS,Brasil,cancelado,2025-03-02
06740c85-fa15-465b-b452-83c071ff6852,915.328.069-46,1621.89,10.25,0.00,,Pátio de Pimenta,4,Bandeirantes,Teixeira,SC,Brasil,entregue,2024-09-24
f74ca170-862b-4cb0-b6ac-811b4831314e,251.785.712-10,532.49,64.34,0.00,,Sítio de Sampaio,21,Itapoa,Costela de Camargo,BA,Brasil,pago,2024-01-27
c7550046-4a97-4f15-a47a-5fb22d888998,512.078.160-00,1755.06,7.54,0.00,,Colônia Melissa Carvalho,462,Jardim São José,Nunes de Casa Grande,SC,Brasil,pendente,2024-08-07
8948d372-ab95-4ba4-bda7-f09173cb647c,018.299.802-08,571.57,71.92,0.00,,Fazenda Barros,414,Monte São José,Cirino de Goiás,RJ,Brasil,entregue,2023-09-29
3cf20625-d4e2-4631-9a4a-c956f17f0cce,825.242.627-95,1046.94,23.47,142.08,CUPOMEFB1B2C3,Conjunto Bianca Cirino,629,Vila São João Batista,Montenegro,ES,Brasil,entregue,2024-04-11
a7c01f29-cbc2-4f82-8973-0fabefa5a57f,898.754.233-48,1396.61,19.50,0.00,,Via da Mota,88,Santa Efigênia,Câmara da Serra,PE,Brasil,enviado,2025-09-08
3b99191e-ceb1-454f-aa86-ef1bc4e9cb1c,710.474.404-45,1421.48,20.15,0.00,,Rua Sofia da Mota,51,Vila Rica,Nascimento,SP,Brasil,pago,2023-12-19
f9a7a008-5d6e-4067-8a80-8d4737d71b49,689.964.757-41,1403.99,14.36,236.39,CUPOM4B8716E6,Setor de Rios,9,Alto Barroca,Mendes da Mata,RS,Brasil,pago,2024-07-06
b57bae4a-9042-4fd9-b676-d0360308e86d,890.026.863-58,1136.28,87.24,0.00,,Viaduto de Nascimento,45,Pedreira Padro Lopes,Albuquerque da Serra,GO,Brasil,cancelado,2025-03-16
8a150cd0-8795-492f-908e-44df010d0a1d,012.782.972-27,779.82,66.90,0.00,,Feira de Azevedo,3,Renascença,Freitas,DF,Brasil,pago,2024-11-26
76745a6b-bb7f-47fa-bdb0-85ad88b621e2,090.524.738-17,1778.97,73.43,0.00,,Distrito Maria Vitória Cirino,90,Cônego Pinheiro 1ª Seção,Pereira,MS,Brasil,pago,2025-03-23
90e338a9-d529-4b29-badd-fb0a80876017,616.142.114-77,1755.66,92.79,0.00,,Feira Stella Correia,34,Vila Nova Gameleira 3ª Seção,Alves,AL,Brasil,enviado,2024-02-20
0700982e-215b-4e4c-8c9e-b47682430647,152.926.540-67,1788.32,65.01,0.00,,Via Hellena da Mota,59,Diamante,Porto do Oeste,PI,Brasil,cancelado,2024-10-23
0f34331c-f03c-4b4f-932a-516b66644885,122.978.938-86,493.10,82.26,0.00,,Distrito de Costa,53,Vila Fumec,Barros,MT,Brasil,enviado,2025-02-14
560bfbbf-0df4-4537-b921-508eb0b08186,729.888.244-81,121.54,54.88,0.00,,Estrada Ribeiro,4,Vila Olhos D'água,Leão de Mendes,PB,Brasil,pendente,2025-08-16
22e2d58b-704e-4e33-aba2-cd2743c70249,289.606.206-83,310.60,10.26,0.00,,Pátio Rodrigues,25,Ouro Preto,Sampaio Alegre,TO,Brasil,pago,2024-12-22
bcda3c26-15ea-45c2-ad3a-c14605dccf5a,522.361.639-52,1728.86,61.25,0.00,,Esplanada Joana Nascimento,38,Aguas Claras,Sousa de Barros,SC,Brasil,cancelado,2025-04-09
da308f32-cdc5-4805-aafc-ecc4ce9aec04,880.761.014-73,1033.14,51.36,0.00,,Vereda de Rodrigues,442,Lorena,Pacheco Verde,AL,Brasil,pendente,2025-02-16
332fb0df-4304-40e8-9983-993a39290ad0,939.190.337-41,194.55,71.27,0.00,,Praia Cavalcanti,75,Tupi A,Rocha,PI,Brasil,cancelado,2025-04-18
55be21b2-30a2-48cd-810b-da34b4cb98bd,628.535.868-98,1390.02,73.89,79.97,CUPOMF0CD48A6,Vereda de Lopes,42,Buritis,Azevedo,SP,Brasil,cancelado,2024-12-08
f2208849-81f8-473f-bc5f-71c43fd3cad0,191.011.218-11,577.05,11.79,0.00,,Favela Joana Gomes,8,Paulo Vi,Nogueira do Galho,SE,Brasil,pago,2024-06-07
79e69196-aabd-4064-a4f6-59c9e1fb571e,805.336.022-72,144.72,18.09,15.99,CUPOM16C5811B,Rodovia Theo das Neves,91,São Jorge 3ª Seção,Pinto,AP,Brasil,enviado,2024-08-26
0fa290fd-cb4e-4572-96cc-e76c49e5ffb4,873.935.645-44,1143.20,73.61,0.00,,Recanto de Guerra,917,Vila De Sá,Duarte da Mata,PR,Brasil,pendente,2024-01-03
efd2820c-b57f-4232-980f-ec4856c4bef8,170.461.166-13,1538.02,61.50,197.07,CUPOM91D5EEBA,Trevo Gustavo Henrique Sales,8,Sion,Costa,GO,Brasil,entregue,2023-10-22
89978461-9cfe-4d67-b810-d1f55f59d10a,562.026.536-45,1174.91,28.82,0.00,,Loteamento de Almeida,49,Sport Club,da Conceição,RO,Brasil,pago,2025-01-10
4a10d5b2-399c-46a9-9cb8-87c666208112,570.946.802-28,1030.44,10.79,120.67,CUPOM3DA01533,Viela das Neves,68,Vista Alegre,da Luz,PR,Brasil,entregue,2025-08-02
866d701d-ea2a-4eef-aacf-23b42b3f581a,029.004.052-01,728.90,38.04,0.00,,Ladeira de Porto,439,Pousada Santo Antonio,Carvalho de Borges,RR,Brasil,pago,2024-06-12
47794349-3df5-4363-b9f1-ca47fb2c9a9d,401.853.338-40,1139.35,36.85,0.00,,Passarela Ester Vasconcelos,51,Barroca,da Rosa,TO,Brasil,pendente,2023-10-02
900b61f3-4575-4a8e-8b0d-47d4808f60b2,146.007.531-36,1792.60,88.72,0.00,,Largo Rodrigues,4,Santa Efigênia,Machado Grande,PE,Brasil,entregue,2025-02-14
b97b711d-12e3-4f21-9f9d-6bf72a9f1d77,881.450.638-03,110.91,71.00,0.00,,Vale Luiz Henrique Leão,449,Vila São Francisco,Cassiano da Serra,SE,Brasil,enviado,2024-04-10
2e77102b-0c34-4462-8ae6-77f76ed6e8ce,095.556.249-43,354.40,70.89,0.00,,Passarela Isis Fernandes,47,Itaipu,Costa,AM,Brasil,cancelado,2025-05-09
1a0eae1a-be7b-4527-aab5-eec9bbb4a2f0,785.932.123-12,1121.20,49.70,163.67,CUPOM3E97463E,Aeroporto Manuela Novaes,61,Vila Vista Alegre,Pereira,SP,Brasil,entregue,2024-01-21
c8f52022-1e03-4d17-b079-779703c2623e,541.791.167-25,1555.58,52.10,0.00,,Travessa de Albuquerque,2,Barreiro,Cardoso,PE,Brasil,pendente,2024-08-28
a70df05e-0044-4cb8-b2eb-04a15b49d82e,590.124.840-87,802.45,91.47,0.00,,Travessa de Viana,33,Ademar Maldonado,da Luz do Galho,PB,Brasil,pago,2025-08-20
9ebee3c9-b8e7-4853-ac92-384432b5a59f,932.315.320-39,1492.07,80.01,0.00,,Residencial de Cavalcante,661,Bairro Das Indústrias Ii,Correia,MG,Brasil,pago,2024-06-13
00330582-0ff5-4bef-9a43-3dde625c254a,782.442.728-17,1700.59,17.75,162.41,CUPOMB5B3E3BB,Área Heloísa Rezende,42,Zilah Sposito,Rios,PR,Brasil,pago,2024-05-04
ee3f2802-639f-4377-9cd7-eb368c896216,954.636.232-53,934.81,37.36,0.00,,Fazenda Caio Silva,40,Vila Minaslandia,Vasconcelos,PB,Brasil,entregue,2024-12-25
1ad35c40-ff5b-4a28-a01a-d22bb0bc310d,495.922.123-36,1092.16,74.41,0.00,,Trevo de Martins,89,Pousada Santo Antonio,Costela de Minas,MA,Brasil,cancelado,2024-04-28
817fb10d-1555-4d97-a562-2f4ea6263de5,251.542.092-70,328.95,86.15,0.00,,Ladeira Alexia Borges,315,Vitoria,Pacheco,MG,Brasil,pago,2025-05-03
59d7fd20-4da4-42b8-af16-23e54e6fce4f,220.406.615-37,1238.43,28.28,0.00,,Distrito Casa Grande,754,Trevo,Moreira de Aparecida,AL,Brasil,pago,2023-10-21
0195ef21-1733-4500-b9f5-30b68ac5e1e4,631.829.437-58,1006.02,42.98,0.00,,Viela de Machado,44,Coração De Jesus,Ribeiro da Serra,PE,Brasil,enviado,2024-04-03
cee43b3d-a688-4211-8223-60d9fd224b94,186.585.389-91,379.83,11.39,32.78,CUPOMCA8E3868,Vila Pimenta,7,Canaa,Moreira,SP,Brasil,enviado,2024-07-22
ca2c5f4d-cbec-4138-8ca3-bd4599eed15b,601.511.681-44,1118.57,99.77,0.00,,Recanto de Fonseca,64,Belmonte,Cardoso do Amparo,ES,Brasil,enviado,2024-05-04
bcb5a607-4855-4b66-80b6-9197a7525eca,720.916.667-19,1368.10,59.92,0.00,,Conjunto Abreu,23,Manacas,Borges,RJ,Brasil,enviado,2024-12-31
81b689c1-6433-4228-ad8d-9850583361f4,706.111.837-35,1097.95,74.09,0.00,,Conjunto Moreira,924,Candelaria,Pinto,PI,Brasil,cancelado,2024-02-04
bddbcbc6-378c-4246-a6cb-7764e98d8a25,871.290.918-44,1660.35,5.21,0.00,,Residencial Murilo Nunes,91,Paraíso,Jesus,MG,Brasil,pendente,2024-06-30
2bcbce75-c880-4144-afb8-6cd17c1fe6eb,623.541.056-15,758.64,29.48,151.49,CUPOM11E6AA8B,Recanto de Lima,932,Conjunto Providencia,Moraes de Mendonça,PB,Brasil,pendente,2024-08-17
9407e464-5054-492b-a1c6-7d7ec379dfef,382.421.442-15,1678.48,51.23,98.62,CUPOM5564D794,Trevo Elisa da Costa,64,Camargos,Costa do Sul,PI,Brasil,entregue,2024-01-21
9d3e22f6-76ad-4aa2-9ba5-eabbf3d4cdba,578.109.738-40,1596.90,64.00,0.00,,Núcleo de Rezende,73,Sion,Campos Paulista,SC,Brasil,pendente,2024-02-19
b2e3c10d-a598-4eea-b3d7-ce965c407c53,861.258.566-70,977.61,54.85,0.00,,Campo Bruno da Mata,99,Xangri-Lá,Fernandes de Minas,PR,Brasil,pago,2024-01-30
681dd562-684e-47b9-b317-ef4ad8a27351,812.834.403-81,665.42,52.05,0.00,,Aeroporto Guerra,59,Vila Do Pombal,Pimenta Alegre,MS,Brasil,cancelado,2024-04-13
023a9667-9ecc-4809-abe9-a425326d7887,307.243.538-40,1262.59,97.57,0.00,,Praça de Oliveira,718,Paraíso,Albuquerque Paulista,SC,Brasil,pago,2024-12-10
b31ba947-e347-4458-8402-803f7f39574b,685.868.752-41,1651.08,93.83,0.00,,Via Larissa da Luz,19,Vila Maria,Barros de Leão,MT,Brasil,entregue,2024-12-30
62369f7f-9315-494a-a9a6-6376ce16e456,972.221.923-98,1449.27,89.39,0.00,,Lago Bianca Albuquerque,49,Buritis,Pimenta Paulista,RO,Brasil,pago,2024-11-27
b01d64b6-4bff-4a12-8762-14e97cd31627,618.555.581-88,1388.99,83.56,0.00,,Chácara Azevedo,73,Gameleira,da Conceição,RS,Brasil,cancelado,2025-07-03
493fad14-3e08-495b-becc-02c56f519b1d,087.340.953-89,203.16,86.47,28.85,CUPOMF6621E75,Área de Dias,42,Conjunto Taquaril,Campos,SE,Brasil,entregue,2024-03-14
b5c55d50-6428-485c-ab33-137e8c150eff,924.959.379-93,1331.92,12.26,146.92,CUPOME97E3CAB,Rua Henrique Vieira,45,Vila Petropolis,Aparecida do Amparo,GO,Brasil,enviado,2023-12-21
fa6c2357-0e51-43b5-8b05-281bb5885afd,188.519.758-93,289.36,43.56,0.00,,Vereda Almeida,5,Vila Nova Gameleira 1ª Seção,Fogaça,CE,Brasil,cancelado,2023-11-30
476b5287-1055-49f2-9d86-7d912fa23cac,374.383.391-23,414.23,84.24,0.00,,Viaduto de Pimenta,45,São Cristóvão,Fonseca de Goiás,MG,Brasil,pendente,2024-08-29
8c0602f4-01fe-4c28-80fc-ae251063260a,409.137.254-54,1513.70,14.94,0.00,,Recanto Peixoto,20,Conjunto Floramar,Pacheco,MG,Brasil,pendente,2024-04-20
2495594d-7591-4d78-aecb-ce6d59f0c7ba,425.075.265-50,1627.94,72.55,0.00,,Estrada Barros,32,Candelaria,da Cunha,CE,Brasil,enviado,2023-10-18
c7fb1bac-b4e5-410f-bfb5-6a3b02c8eef0,503.070.422-76,1500.45,82.30,285.57,CUPOM86AF486B,Travessa Breno Leão,6,Vila Sumaré,Macedo Paulista,BA,Brasil,entregue,2023-12-29
88c369a2-5878-4836-80c2-01e470503dec,270.473.918-46,155.23,18.85,0.00,,Distrito Luiz Otávio Cunha,590,Itatiaia,Casa Grande do Galho,PI,Brasil,pago,2024-11-10
044a947e-9c45-4c48-ac54-9ac3f98e6dee,233.758.483-88,303.73,73.64,23.65,CUPOM5EDCDB21,Passarela de Sampaio,63,Palmeiras,Teixeira Paulista,AL,Brasil,enviado,2024-06-12
c527aa41-b386-4051-9496-cd44ef9c6069,001.968.329-64,293.72,98.89,57.47,CUPOM74092DAC,Setor Fernanda da Luz,3,Alto Vera Cruz,Souza,SC,Brasil,cancelado,2025-07-07
21525f2b-1e60-4bd6-be4a-9d432f5d3b80,765.258.267-40,251.33,73.10,0.00,,Viaduto Cirino,655,Alta Tensão 2ª Seção,Duarte de Minas,RJ,Brasil,enviado,2025-01-08
1f44702e-7176-40af-95a2-a8ea7bfdc69c,201.257.718-90,1331.54,90.75,0.00,,Distrito Carvalho,52,Mantiqueira,Montenegro,AP,Brasil,pendente,2024-07-15
76d9351c-9360-4a54-b7b3-941549788550,092.444.911-88,1767.99,54.30,0.00,,Ladeira Cunha,726,Paulo Vi,Fonseca Verde,AP,Brasil,enviado,2023-11-12
472b8380-4171-4e62-a496-a12bfbc02b24,666.374.469-78,925.65,78.80,0.00,,Condomínio de Macedo,93,Cidade Jardim Taquaril,Souza do Campo,TO,Brasil,pago,2025-03-31
37e2e0b1-d2cc-4061-9e5f-f6869f2d9ee5,543.421.119-90,283.80,70.46,0.00,,Rodovia Miguel Correia,19,Itaipu,Cavalcanti das Flores,CE,Brasil,cancelado,2023-11-23
3be9f125-2198-44ed-9136-cafa4f3bf9dc,233.220.951-39,672.38,7.92,0.00,,Sítio de Ribeiro,63,Solimoes,Aparecida Grande,DF,Brasil,cancelado,2025-04-19
4d5ccc76-4b66-4bfb-87d3-79dd9cb95d42,253.682.212-97,592.73,46.60,0.00,,Área Silva,1,Santa Rita De Cássia,Costela de Silva,ES,Brasil,pago,2025-05-26
26710192-52c5-4c9d-b4fa-d914cdfcdb33,562.631.402-70,1370.66,69.08,0.00,,Estrada Gonçalves,72,Cachoeirinha,da Mota,PA,Brasil,entregue,2025-07-15
13866e07-39f0-49e1-a512-f11e3e1c9b98,030.083.752-38,892.49,7.96,117.39,CUPOM317DAF04,Morro de Mendes,83,Nossa Senhora Aparecida,Garcia,PB,Brasil,entregue,2024-01-07
e2773129-282c-40eb-9ea0-a8ae5d4ad3b0,293.749.087-66,69.29,38.38,0.00,,Trecho de Santos,49,Santa Lúcia,Cavalcante,PB,Brasil,enviado,2024-09-08
b2dc4d43-7f52-4987-ac40-b1dc4f83b3cc,431.002.871-50,1823.32,6.27,0.00,,Trecho Ana Vitória Pereira,77,Aarão Reis,Azevedo,GO,Brasil,cancelado,2024-07-14
4530d29d-d52b-416c-9f17-3e851f41f8b4,505.153.730-50,1974.99,23.16,287.74,CUPOMD3888411,Via Rhavi Aparecida,43,Vera Cruz,Cavalcante Verde,BA,Brasil,pago,2024-07-30
f961d4a1-e0bf-4bcf-bf5c-66171e6a0e45,948.988.226-91,660.08,95.93,0.00,,Área de da Mota,263,Vila Cloris,Pinto de Macedo,SP,Brasil,enviado,2024-12-11
3be794ff-17dc-4a9e-9cbd-8eedea11a0e8,870.546.433-74,1291.42,17.36,0.00,,Quadra Ravi Cunha,93,Conjunto Califórnia I,Borges Paulista,RR,Brasil,cancelado,2023-12-17
ed346d16-b0fd-4993-9887-064876d3a6c2,671.962.989-67,363.83,79.55,0.00,,Passarela de da Rocha,73,Conjunto Califórnia I,Nogueira,PR,Brasil,enviado,2024-12-29
00a9e485-a543-44b3-b331-20a5eaf7fa35,805.201.060-73,852.60,5.77,0.00,,Viela Eduardo da Cruz,85,Vila Boa Vista,Cavalcanti de Souza,AL,Brasil,cancelado,2024-03-15
e81bdc5e-0cf6-4e06-8ca6-354e4a55e460,871.824.771-48,609.58,74.71,0.00,,Passarela de Mendes,49,Comiteco,Vieira,AL,Brasil,pendente,2024-07-23
2248be7e-1dc4-4106-8e71-7d0ce05d21cc,451.645.088-45,1465.25,76.90,0.00,,Vila Luiz Henrique Sousa,10,Sagrada Família,Teixeira de da Conceição,MS,Brasil,pendente,2024-01-09
0bedb1f9-a694-4eec-b9a8-42a961bd8b93,609.073.625-75,536.84,79.49,0.00,,Favela Viana,78,Conjunto Paulo Vi,da Rosa de Goiás,RR,Brasil,pendente,2024-07-03
97d20e16-aacc-4266-83bc-cbbdd0dbe3d4,001.909.170-26,1259.75,17.44,0.00,,Via João Lucas Duarte,7,Marajó,Moura da Prata,PE,Brasil,cancelado,2025-04-29
e7614c44-d0ea-432e-89e5-7047b900e982,892.702.719-57,1083.81,93.16,0.00,,Favela Cirino,7,Marçola,Marques,ES,Brasil,pago,2025-09-16
c6e84208-9e1e-4f5f-a4d2-de3d5abc818e,657.990.971-36,223.75,79.17,0.00,,Passarela de Macedo,19,Santa Rosa,Araújo,MA,Brasil,enviado,2025-04-12
21bbb315-2309-4fcf-8e43-f01618293d91,325.350.758-69,1220.81,32.69,0.00,,Jardim Agatha Costela,35,Beira Linha,Barbosa do Amparo,PA,Brasil,pago,2023-11-25
8acfa5d2-f1d1-43e1-aea1-e5544d918e99,306.921.491-04,289.24,82.39,0.00,,Quadra da Paz,33,Horto,Siqueira,ES,Brasil,pago,2025-08-05
e55faa4b-9111-4ec6-a158-3978303e9ea9,326.615.740-62,1229.21,81.32,0.00,,Recanto Arthur Miguel Moreira,481,Vila São Gabriel,Caldeira,ES,Brasil,cancelado,2023-11-26
6c738edb-b05e-41bc-abd6-d9257a3bc60b,761.649.860-38,1930.76,12.00,0.00,,Passarela de Melo,87,Belmonte,Viana,DF,Brasil,pago,2024-04-13
ca3c3916-5027-43b5-a8c4-924a67b16058,976.343.739-95,516.16,26.44,0.00,,Rua Breno Casa Grande,1,São Damião,da Costa,SP,Brasil,entregue,2024-12-21
d2928383-b857-4caf-b59d-6299a7dafef0,789.881.752-57,1104.90,67.80,95.92,CUPOMC783DC60,Avenida Luiz Miguel Almeida,37,Chácara Leonina,Campos do Galho,BA,Brasil,enviado,2024-11-12
27c74e53-dfce-4563-981c-536af91c73c6,347.785.867-23,1540.23,63.68,0.00,,Loteamento Anthony Gabriel Mendonça,144,Graça,Campos,PA,Brasil,cancelado,2025-02-12
6af6944f-c8fd-4ca1-98f9-0e2f83cf327f,698.196.814-01,1248.04,59.47,0.00,,Praia Moreira,490,Vila Formosa,Costela da Prata,RJ,Brasil,enviado,2024-09-28
6055cb86-0e23-4649-8910-2b9870cfb864,311.411.296-65,835.71,18.53,0.00,,Lagoa Dante Caldeira,946,Monte São José,Câmara,CE,Brasil,pago,2024-08-24
1cea654a-41e7-44b5-9da9-1a3c15daaac6,228.619.295-73,844.13,49.17,0.00,,Área de Abreu,9,Pompéia,Costa do Galho,AM,Brasil,pago,2025-02-12
1688951b-2330-4235-a35e-05710671ebd6,955.682.719-01,968.92,71.72,0.00,,Lago de Garcia,82,Luxemburgo,da Paz,SP,Brasil,cancelado,2023-11-30
16f9ffc2-0144-46a9-9e51-757500ca0102,396.741.500-28,808.28,9.56,0.00,,Trecho de Câmara,88,Coqueiros,Sousa Paulista,AC,Brasil,enviado,2025-07-25
1768cfd5-27f9-4f48-b46a-080eca3caeba,826.526.038-61,1865.39,9.01,0.00,,Largo Vitor Gabriel Garcia,50,São Damião,da Rocha dos Dourados,PB,Brasil,enviado,2025-03-05
d849ad96-3ff0-4d4b-8141-34f64a83c9e2,937.167.325-76,1729.04,18.34,0.00,,Fazenda Silva,60,Mineirão,Rodrigues das Pedras,GO,Brasil,pendente,2023-10-07
65d80e78-a2cc-4b3b-a89d-2b43d3806f56,742.332.172-78,976.07,16.58,0.00,,Aeroporto Emanuella Melo,7,Conjunto Lagoa,Martins,PR,Brasil,pendente,2024-06-22
994fff53-62ae-4e42-9dc7-00c79867882e,894.375.604-55,1589.60,24.63,0.00,,Via Borges,1,Conjunto Serra Verde,das Neves da Prata,PB,Brasil,cancelado,2024-11-10
061ac537-0122-4602-9bfc-a774d353b879,359.809.253-43,1053.23,47.46,0.00,,Avenida Silva,87,Vila Ipiranga,da Cruz,MT,Brasil,enviado,2023-10-22
9aec1f15-8fbf-46c4-aa3a-93ecfea6979d,347.481.407-89,1159.92,75.24,0.00,,Trevo Nascimento,76,Bela Vitoria,Alves,PR,Brasil,enviado,2025-03-14
b8920b55-1bc5-4f1d-8e60-bc42e303d7b2,824.744.298-71,188.62,77.39,0.00,,Colônia de Cassiano,67,Alto Dos Pinheiros,Sá,PB,Brasil,entregue,2023-10-28
d4de3cc5-a381-44b1-a766-b697683da60b,759.584.154-24,488.65,22.80,0.00,,Sítio Rios,14,Nazare,Souza de Caldeira,MA,Brasil,cancelado,2024-11-23
dd104f33-6a83-45a7-8f43-d956c4ba3dba,810.812.464-96,1017.86,65.20,0.00,,Núcleo de Jesus,26,Paulo Vi,Souza da Prata,RS,Brasil,entregue,2024-06-07
bd0c6b4b-3946-4dee-adb1-b4639b6f0ca2,937.244.389-69,614.92,56.69,0.00,,Lago Igor Sampaio,114,Monte Azul,Costela,PE,Brasil,entregue,2025-08-06
