id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
be7f3cb0-736a-4aa3-9bb0-b6278462b113,Arthur Miguel Pires,1996-12-15,161.857.146-22,88569-345,Cavalcante do Galho,AC,Brasil,F,(071) 0325 0885,16185714622@exemplo.com.br,2024-07-17
44202d4e-ee6d-4946-b650-f15d115c7832,Léo Macedo,1990-05-02,696.074.732-60,31765-867,Vargas do Sul,AL,Brasil,M,0500 234 9597,69607473260@exemplo.com.br,2023-09-29
6d575c04-13d1-4338-9304-0626d0cf2c69,Emanuel Peixoto,1999-08-30,130.487.929-18,81307562,Pacheco do Galho,RJ,Brasil,M,+55 (011) 8775 6662,13048792918@exemplo.com.br,2024-12-16
0cc211cb-5613-4049-97fc-338188cfb1ab,Hadassa Castro,1978-06-29,334.131.048-63,60872-097,Martins Grande,RR,Brasil,M,(031) 3901 8180,33413104863@exemplo.com.br,2025-05-18
10ed952c-6d50-4d9a-b68b-8725cb0a0e98,Antonella Sá,2000-02-14,761.456.716-21,53280-531,Sousa das Pedras,RR,Brasil,M,(071) 8629 6147,76145671621@exemplo.com.br,2024-01-23
68850c90-e063-43f2-b60e-48aae3470d74,Srta. Beatriz Machado,2001-01-04,945.612.412-13,62174-694,Oliveira,AL,Brasil,F,(061) 3770 7793,94561241213@exemplo.com.br,2025-02-28
eb5f3ac8-aed1-490e-bc1f-a51d517f5419,Enzo da Costa,1947-04-05,017.449.265-75,20732-095,Teixeira,RO,Brasil,F,11 5252 5730,01744926575@exemplo.com.br,2024-06-16
732f00c0-573c-4f4b-a9e2-e8ade5e61982,Ísis da Rocha,1992-06-02,775.290.342-43,56118-822,Cassiano,MS,Brasil,F,(081) 8589 0534,77529034243@exemplo.com.br,2024-05-12
48e89f2d-2136-4cab-908f-b849032c370e,Juliana Santos,1996-01-12,644.112.200-14,35515084,Sales Alegre,DF,Brasil,M,+55 (084) 1193-3528,64411220014@exemplo.com.br,2024-07-13
bb51df28-3921-49fe-be39-470790a3130f,Fernanda Sá,1963-03-07,845.740.604-84,65264991,Casa Grande do Norte,PE,Brasil,F,(041) 0064-4111,84574060484@exemplo.com.br,2024-03-25
c803e685-a573-4895-a3c2-2c4a39a9b32a,Bella Gonçalves,1948-08-19,540.234.768-09,27971-646,Jesus,MS,Brasil,F,+55 61 9763-3347,54023476809@exemplo.com.br,2024-04-06
e6bfdf97-4ed4-4a67-b0c2-6ecbb71c87da,Isis Abreu,1995-09-30,335.648.249-69,94498-600,Pimenta,MT,Brasil,M,+55 (051) 6872 5172,33564824969@exemplo.com.br,2025-09-08
b863830c-c909-4154-821c-81fe08f0fea2,Dr. Heitor Machado,1986-05-22,986.285.860-48,52051685,Ribeiro de Goiás,PE,Brasil,M,+55 (061) 1202-3666,98628586048@exemplo.com.br,2025-03-19
729f40ef-a0e0-499e-826f-3f17f3f1fc83,Dra. Anna Liz Rezende,1957-08-03,929.178.945-14,61641820,Gomes,DF,Brasil,F,+55 21 9060-6954,92917894514@exemplo.com.br,2024-10-05
1d130b64-8712-41ca-b435-a7730bbdcdc1,Bárbara Ramos,2001-06-07,629.093.048-83,91362-178,Camargo Verde,DF,Brasil,M,(011) 1984 3517,62909304883@exemplo.com.br,2024-05-18
56ee4d1d-7880-47bc-a9d6-061c5c07684e,Sra. Yasmin Moraes,1962-06-16,458.577.543-57,53376458,Silva de Dias,PE,Brasil,M,11 2515-6306,45857754357@exemplo.com.br,2024-06-30
ab29de26-deda-4bf0-b93a-e650d65aca1e,Lucca Novais,1946-06-03,938.979.512-50,44422530,Siqueira do Amparo,PA,Brasil,M,(041) 3260 7485,93897951250@exemplo.com.br,2024-08-21
a2030565-e8bd-4d38-bad8-a22edf888df7,Ana Carolina Cavalcante,1959-04-23,824.744.298-71,71581-459,Viana de Goiás,SP,Brasil,F,0300-412-6287,82474429871@exemplo.com.br,2025-04-12
f8f9a965-14dd-446e-98e9-141b462417f9,Maria Fernanda Barros,1997-08-05,380.858.810-02,68201577,da Costa de Marques,CE,Brasil,F,81 5275 3036,38085881002@exemplo.com.br,2023-11-14
a40fb4e6-b14c-4049-8400-96acad6171e2,Sr. Noah Novais,1991-05-03,084.839.994-56,62073514,Nogueira,ES,Brasil,F,+55 (071) 1913-8542,08483999456@exemplo.com.br,2025-07-30
53208679-a3c4-4895-b91b-9dac5f30cc62,Sr. João Vitor Campos,1991-08-24,808.493.038-31,07085-047,Cavalcanti,SP,Brasil,M,81 6152 8243,80849303831@exemplo.com.br,2024-03-23
7bcaaff8-6364-416e-9821-68fac8873a78,Sr. Mathias Rodrigues,1976-03-09,006.500.138-56,22326-903,Silveira Grande,PA,Brasil,F,41 9280-4036,00650013856@exemplo.com.br,2024-07-03
78b5151f-d69c-48db-93ef-f216d473db83,Bruno Lima,2003-06-02,987.117.186-05,14179619,da Costa do Norte,RR,Brasil,F,81 0374-7775,98711718605@exemplo.com.br,2023-12-07
5c24d1d7-1b12-404c-a79d-1ef82b9e5254,Caroline Mendes,1997-08-10,871.698.993-54,52525-663,Duarte Alegre,PB,Brasil,F,+55 11 0067 4023,87169899354@exemplo.com.br,2023-12-27
8dfa99ee-fc80-4f76-a1f2-14464dccdc51,Lavínia Pires,1951-07-05,716.359.141-34,95279636,Dias da Serra,MA,Brasil,M,11 9373 9232,71635914134@exemplo.com.br,2025-08-11
c968744d-7a20-4041-9fc9-68c74a4dab6c,Srta. Luana Casa Grande,1945-04-08,543.592.177-18,80788820,Martins de Minas,RO,Brasil,F,+55 81 8116 6902,54359217718@exemplo.com.br,2025-05-01
29b73021-c9d5-4395-9b5e-0900ef4dbd4b,Samuel Pires,1937-06-30,518.772.723-78,24640-636,da Costa,SE,Brasil,F,+55 (031) 0776-1305,51877272378@exemplo.com.br,2024-11-09
cb7a67ba-89ea-474e-a78b-bb999b27e6a5,Luiz Otávio Barbosa,1946-03-25,163.109.861-20,45157328,Viana de Minas,AP,Brasil,F,0300-560-0547,16310986120@exemplo.com.br,2025-07-19
55176962-f6c4-4644-967a-3fc79f882249,Luigi da Cruz,1953-07-11,214.087.243-17,29540-132,Vargas de Guerra,TO,Brasil,F,81 5691 4723,21408724317@exemplo.com.br,2024-01-27
49e81c7c-a1ce-4295-902e-792f46410bed,Mariana Azevedo,1949-12-20,466.069.920-81,86866772,da Rocha,RJ,Brasil,F,0900-611-9293,46606992081@exemplo.com.br,2025-04-03
276a7bec-5e05-4c79-94a4-d2245d294a02,Luiz Henrique Caldeira,1972-01-09,311.253.182-07,09423-667,da Rocha do Amparo,CE,Brasil,F,+55 81 4499 8827,31125318207@exemplo.com.br,2024-01-18
5098a9d1-4198-4613-b2fa-6da92df3f493,Lucas Machado,2000-05-20,230.971.492-72,97343406,Cassiano,PA,Brasil,F,+55 21 9711-3884,23097149272@exemplo.com.br,2024-01-05
48d895c4-6d8a-4126-875b-16afe091f97c,Carlos Eduardo Cavalcanti,1943-05-01,733.113.125-05,05024110,Ramos,CE,Brasil,M,61 9066 0390,73311312505@exemplo.com.br,2024-03-04
7e60da41-3d0f-4d33-8841-cf2802d4977b,Luana Silva,1993-12-08,459.667.335-25,95179-265,Sales de Pacheco,CE,Brasil,F,0800 104 9233,45966733525@exemplo.com.br,2023-09-30
e5645d3e-9bde-489d-a192-3689cee32771,Sr. Asafe da Rocha,1945-08-13,836.439.147-80,38770-397,Camargo,AC,Brasil,M,(011) 0928 9289,83643914780@exemplo.com.br,2025-08-13
f69f4a4e-6b78-4376-a4c7-344df345b8cf,Dr. Theodoro Sá,1968-05-11,525.852.371-32,22032-160,Sá do Sul,PA,Brasil,F,0800-504-8030,52585237132@exemplo.com.br,2025-05-01
7bc87566-e680-44e1-a26e-4ca299cd23ba,Anthony Gabriel Caldeira,1935-07-23,813.842.825-36,57450-337,Vieira de Montenegro,PA,Brasil,F,+55 (061) 8813 3322,81384282536@exemplo.com.br,2025-01-27
99970e68-00de-4142-bf04-aef69e3c12e6,Asafe Almeida,1971-06-22,572.915.214-62,42526900,Mendonça de Pacheco,PB,Brasil,F,(041) 7539 9599,57291521462@exemplo.com.br,2024-11-20
39d92f26-456b-4c85-b1a0-5588c44e05f8,Vitória Monteiro,1971-07-21,789.777.116-89,73762284,Viana da Serra,AP,Brasil,F,(081) 0886-6631,78977711689@exemplo.com.br,2024-08-27
4375aa91-9890-4b16-a559-91d3aedd16df,Manuella Souza,1978-10-16,854.292.484-51,17256-880,Santos,DF,Brasil,F,+55 41 5927-3759,85429248451@exemplo.com.br,2025-07-06
62be03b5-21cc-4f6c-9031-bc1f297a9fbe,Stephany Brito,1957-03-15,310.756.049-32,22003291,Mendonça Verde,BA,Brasil,F,+55 (031) 8708 4908,31075604932@exemplo.com.br,2025-04-06
cb70f361-41f6-4322-9437-a9370bd42596,João Gonçalves,1962-05-29,677.465.477-83,30311170,Moreira,PR,Brasil,F,+55 (081) 2742 3698,67746547783@exemplo.com.br,2024-04-29
6a5270d2-e691-4209-99f3-241c5922e578,Mariah Monteiro,1965-04-29,610.708.347-34,81829-331,Costela do Oeste,MG,Brasil,M,+55 (021) 8398-8348,61070834734@exemplo.com.br,2024-05-24
be9bca9f-cb44-4dc6-8856-77b2c65c5ae4,Nicolas Silva,1960-03-06,481.234.417-32,10226519,Pires das Flores,SP,Brasil,F,+55 (031) 0971 9571,48123441732@exemplo.com.br,2025-07-07
33266c66-fe0b-4a29-bf01-06c4014122a4,Vitor Hugo Jesus,2007-06-02,462.390.807-58,72406-017,Lopes,RR,Brasil,F,21 1973-0198,46239080758@exemplo.com.br,2025-07-25
51c4af4b-22eb-44f9-8677-27e5e84943fb,Sr. Enrico Mendes,1983-05-26,332.283.422-54,51617-806,Almeida,RJ,Brasil,F,0300-057-3825,33228342254@exemplo.com.br,2024-12-25
546204f8-2ef1-4805-b885-a129e6b47c46,Dr. Davi Miguel Correia,2002-03-22,482.577.684-22,17743555,Souza Paulista,RN,Brasil,M,+55 51 5546 3038,48257768422@exemplo.com.br,2024-01-30
59b3acda-9257-46c5-a988-07ea3c78c223,Renan Mendonça,1991-10-20,660.247.059-07,19993447,Cardoso,DF,Brasil,M,21 5490-9716,66024705907@exemplo.com.br,2025-03-13
fddac283-fd01-4f0f-9310-98a827379263,Ana Cecília Azevedo,1982-04-23,238.968.680-48,66960692,Freitas,SC,Brasil,M,+55 (021) 0058-1372,23896868048@exemplo.com.br,2025-02-11
d2b96148-d602-419b-a97e-b16cc38a6be5,Maria Cavalcante,1965-01-05,135.643.465-85,83229430,Azevedo,RO,Brasil,F,0300 745 2275,13564346585@exemplo.com.br,2024-01-02
9cedd71a-ffb1-4223-8b3c-f90f0f18f87a,Liz Leão,1962-03-10,109.855.140-08,33999-291,Guerra,MT,Brasil,F,(084) 2077 0903,10985514008@exemplo.com.br,2024-03-29
04f40070-1af6-47b2-9a08-259c111793b1,Clara Barbosa,1951-02-02,521.790.482-31,18566873,Moraes do Sul,PA,Brasil,F,(051) 0020-0709,52179048231@exemplo.com.br,2023-12-29
d4f75df1-d985-4471-a559-39ece9a41a92,Nina Costela,1991-11-03,616.011.699-24,34851975,Pastor,PA,Brasil,F,+55 11 6385 3579,61601169924@exemplo.com.br,2024-07-07
d64ee056-259e-463f-89c5-d55877dac292,João Lucas Costela,1976-12-27,601.511.681-44,65574-001,Almeida,AL,Brasil,M,(081) 7313 3743,60151168144@exemplo.com.br,2023-10-29
798e5dd6-0095-4e65-a2c4-f0339523c825,Vicente Cavalcante,1965-12-06,903.237.109-41,27322-828,Pereira,RO,Brasil,M,+55 (031) 8654 8530,90323710941@exemplo.com.br,2024-08-30
a8df2d95-a8da-487b-834f-39b7cedf33f5,Bruna Cassiano,1944-03-26,387.925.889-36,73297-921,Aragão de Caldeira,SP,Brasil,M,+55 21 1472 7330,38792588936@exemplo.com.br,2024-10-02
e4278076-349d-455d-802a-f5c0055acc40,Isabella Montenegro,1988-05-03,350.821.759-74,40898562,Novaes de Ferreira,AL,Brasil,M,(031) 4859 2582,35082175974@exemplo.com.br,2024-03-20
d4c47381-aaaa-414d-938d-aac1adb234db,Noah Azevedo,1976-07-19,591.569.413-46,90523647,da Costa da Prata,RJ,Brasil,M,+55 31 4812 1629,59156941346@exemplo.com.br,2025-04-01
9fcb3f7f-70a0-4f95-8ca6-a748147c3138,Ísis Lima,1993-01-30,700.721.661-39,68510-850,Farias,AM,Brasil,F,+55 (041) 1917 0481,70072166139@exemplo.com.br,2024-10-22
3051b4f5-fb1a-4f42-9171-a9e0595365ed,Yan Rios,1952-12-14,656.581.264-50,92865-189,da Mota Paulista,AC,Brasil,M,+55 (021) 3819 4247,65658126450@exemplo.com.br,2023-12-25
b569d107-122c-4785-b83b-6e55c01fdf9a,Srta. Olívia Freitas,1971-04-19,187.979.485-13,73903259,Rodrigues,CE,Brasil,M,71 6203-2170,18797948513@exemplo.com.br,2025-03-30
55024a3e-17fb-4d8f-aa4b-f694641f216a,Raul Sales,1974-05-27,289.668.099-39,16076-081,Albuquerque,SP,Brasil,F,+55 31 8570-4836,28966809939@exemplo.com.br,2025-02-04
c3cf3da0-d729-474e-8ccb-7661cf97093c,Sarah Peixoto,1955-09-25,404.437.732-42,06553511,Silva,MA,Brasil,M,(031) 6578-7973,40443773242@exemplo.com.br,2024-01-27
9709bbd8-69c0-4689-8e85-fb174abc9909,Raul Correia,1935-01-26,922.074.285-68,47009380,Fernandes da Serra,BA,Brasil,M,+55 81 5006 7386,92207428568@exemplo.com.br,2024-03-19
8ab60ee1-dab0-4be3-8d7e-7328717eb6a7,Sra. Maria Alice da Mata,1989-08-14,976.410.308-09,03318-748,Duarte,AC,Brasil,F,+55 (011) 3298-3297,97641030809@exemplo.com.br,2024-06-20
77066bf7-22d5-4675-a21c-9ace0bf94318,Rebeca Sales,1988-03-16,318.344.720-01,31987417,Fogaça,SC,Brasil,F,+55 21 9664 0525,31834472001@exemplo.com.br,2024-12-05
aa7d03ea-bd4f-4cb4-85c3-0d2566eaa212,Mirella Pimenta,1974-04-12,512.078.160-00,05982437,Moura da Serra,SP,Brasil,F,+55 (081) 2406-9527,51207816000@exemplo.com.br,2024-01-25
588525ec-c685-4b7d-946f-1c067a988983,Lucas Nunes,2000-09-03,484.988.473-04,75717-801,Andrade Paulista,BA,Brasil,F,+55 21 4020 4815,48498847304@exemplo.com.br,2025-07-12
b816cc72-8677-419d-9333-f427d90aa3aa,Rhavi Castro,1995-08-22,931.170.973-57,03135-442,Viana,RO,Brasil,M,+55 31 8824 7811,93117097357@exemplo.com.br,2024-07-24
d8ac1029-1f29-429c-aa96-aafcb054d203,Sr. Fernando Vargas,1993-12-04,693.604.100-39,77959-129,Dias,TO,Brasil,M,+55 81 7011 5069,69360410039@exemplo.com.br,2025-06-05
35cbcb52-e320-4798-b95d-7f48247486ff,Maria Isis Abreu,1938-09-09,862.107.545-93,51758718,Farias,TO,Brasil,F,0800 395 3135,86210754593@exemplo.com.br,2023-10-19
ae96f82a-905f-49c1-9921-f00603106207,Maya Leão,1959-05-07,236.258.845-96,66219-718,Gomes da Praia,PI,Brasil,F,(071) 0234-1651,23625884596@exemplo.com.br,2024-03-06
bad1d15f-d711-49e4-81e3-1f2211474e1a,Caroline Rodrigues,1959-01-11,298.551.877-40,43228088,Andrade Alegre,DF,Brasil,F,+55 84 2601 6763,29855187740@exemplo.com.br,2024-06-26
9764bc6c-f148-47c5-9d79-c12dd5bb8a8d,Caio Porto,1940-04-07,859.790.697-45,63553-740,Rezende dos Dourados,DF,Brasil,M,+55 51 7433 9968,85979069745@exemplo.com.br,2024-08-20
bd9ac150-5787-414b-9322-be63b60223d8,Yasmin Moraes,2002-08-13,673.637.671-53,21876362,Azevedo Alegre,AM,Brasil,F,84 1823-7715,67363767153@exemplo.com.br,2023-10-16
772a8082-e1f0-488b-b31e-307ed564412e,Sra. Rebeca Pimenta,1972-01-19,183.972.377-51,05810-212,Gonçalves dos Dourados,SC,Brasil,M,11 2452-8498,18397237751@exemplo.com.br,2024-05-24
fa41f2a2-c661-4b3c-91e1-db251a5567f9,Dr. Igor Vieira,1987-03-31,518.220.912-61,97225073,Martins de Sales,GO,Brasil,M,+55 (051) 5362 2101,51822091261@exemplo.com.br,2024-09-06
a92bee87-464f-4a6b-87b7-421b30f1680a,Paulo Macedo,1957-05-21,966.993.830-27,35668552,Araújo,RN,Brasil,M,+55 11 2925 6899,96699383027@exemplo.com.br,2024-11-24
0b74b6d5-624c-4079-8171-ca9876b2ba79,Emanuella Siqueira,1956-10-31,965.305.559-54,61097-712,da Luz,SC,Brasil,M,81 4528 1562,96530555954@exemplo.com.br,2025-04-15
8869c546-a996-4c9d-82e9-2dda0fe2aea1,Thomas Carvalho,2007-09-18,210.992.783-14,90287121,Caldeira,ES,Brasil,M,+55 61 6554 8061,21099278314@exemplo.com.br,2024-06-30
f7543d47-0b6b-4ebb-9e16-8a8428cd9da8,Yasmin Duarte,2003-10-13,285.318.240-40,58881-047,Fogaça de Borges,PA,Brasil,F,+55 (031) 9906-1677,28531824040@exemplo.com.br,2024-12-22
6c138e89-aeed-4e33-a688-4da6ccb03ecc,João Vitor Campos,2005-06-20,355.518.020-91,74925-329,Rezende da Praia,AP,Brasil,M,(041) 9555 1213,35551802091@exemplo.com.br,2025-09-09
c438bbf7-44a8-4edc-9bd6-269eb8db754c,Srta. Maria Flor Costa,1998-03-24,763.614.471-60,63203818,Novais,AP,Brasil,F,(031) 2986 0032,76361447160@exemplo.com.br,2025-04-12
332bc4f0-6890-41b6-9982-16a28b08666e,Francisco Cunha,1987-12-22,457.254.640-71,15430854,Costa da Praia,AC,Brasil,M,0800-097-3341,45725464071@exemplo.com.br,2025-02-10
5d35c16b-f2fd-419a-8404-b99ae854e3b1,Daniela da Costa,1996-08-30,710.630.357-00,51750-246,Silva das Flores,PI,Brasil,M,71 3615-3317,71063035700@exemplo.com.br,2024-05-12
0aef4091-9d52-4c9b-a6d9-3b0df7b10e1a,Daniel Porto,1957-10-10,958.242.486-98,81497-293,Oliveira,RJ,Brasil,M,0800-388-2499,95824248698@exemplo.com.br,2025-05-21
5a6b1fd2-4443-4d13-85d7-225547335ca1,Alexandre Sá,2000-09-18,316.745.590-74,54628-192,Campos de Gomes,CE,Brasil,F,0300 829 5452,31674559074@exemplo.com.br,2024-01-06
c3736bef-1ad1-4544-9479-594c64541d68,Luiz Fernando Cavalcante,1955-09-23,303.916.497-35,06107133,Sampaio,AM,Brasil,F,(071) 7203 8809,30391649735@exemplo.com.br,2025-07-30
358465d4-9fb8-407a-ada7-5a0d625f1ebe,Catarina Viana,1985-02-24,426.412.372-06,23117886,Machado da Mata,AL,Brasil,F,(021) 8163-8895,42641237206@exemplo.com.br,2023-12-25
9125735c-d8da-4b86-8b13-e466449b6d23,Enrico Vargas,1986-08-04,077.828.837-27,66198-599,Martins da Praia,RN,Brasil,F,+55 31 5283 8895,07782883727@exemplo.com.br,2025-07-08
619450df-2b90-41c9-a57d-f8c328dbf08c,Marcela da Mata,1956-05-30,479.577.359-56,92289004,Gonçalves da Prata,PI,Brasil,M,(021) 1361-6192,47957735956@exemplo.com.br,2025-04-27
32597396-6d05-4a7f-bf56-ae3dcd334b27,João Guilherme Azevedo,1968-12-26,375.347.433-89,98729669,Nascimento das Pedras,GO,Brasil,M,+55 (021) 3049-5361,37534743389@exemplo.com.br,2024-02-05
34123619-6ec3-465f-b814-d2442b790006,Maria Alice Peixoto,1955-02-11,060.828.678-15,57414-654,Rocha do Norte,SP,Brasil,M,+55 11 2786-2512,06082867815@exemplo.com.br,2025-05-06
e97ba2c5-33ff-4439-9e49-5f3e9d7128c3,Luísa Costa,1939-08-22,140.633.646-02,51825746,Andrade Paulista,RR,Brasil,M,+55 (084) 4617 8798,14063364602@exemplo.com.br,2023-11-12
8c5e8ab1-8438-4bba-a48d-1bf08e2c49ed,Léo Abreu,1963-06-15,587.035.614-87,42232-269,Aparecida do Norte,DF,Brasil,F,+55 71 5007 2821,58703561487@exemplo.com.br,2025-06-23
f98528e2-8fcb-44e9-9522-5718b51e9f43,Hadassa da Conceição,1962-09-08,493.116.097-36,72715-058,Porto,DF,Brasil,M,+55 41 9343-6220,49311609736@exemplo.com.br,2024-05-18
bfb144f1-dc07-4119-afd1-0bab82519d5a,Cauã da Luz,1938-08-23,832.261.263-19,89564-391,Gonçalves,GO,Brasil,F,84 4043 3248,83226126319@exemplo.com.br,2025-02-17
8ddd0378-6263-4ee6-8b12-a78dd8ff3eaa,Brenda Silva,1954-06-14,351.309.793-98,30605-492,da Mata de Duarte,AL,Brasil,F,(084) 9099 3040,35130979398@exemplo.com.br,2024-05-31
996cc2f1-b96d-437e-a7d5-0aab65f09816,Zoe Sousa,1961-03-19,566.815.321-52,36480-705,Mendes de Cassiano,AM,Brasil,M,0300-333-6593,56681532152@exemplo.com.br,2024-03-10
312797c5-dd2d-4f24-a60d-73c7be290bda,Dr. Benjamin Campos,1953-07-17,128.450.153-44,16415898,Vasconcelos,RO,Brasil,F,0900 521 8715,12845015344@exemplo.com.br,2025-01-31
907f6beb-37ba-4bdb-a386-388c872f12e1,Davi Miguel Novais,1992-08-29,709.118.351-89,96747-854,Correia,AP,Brasil,M,(051) 9741-5263,70911835189@exemplo.com.br,2024-06-11
acdf63f5-8419-48d9-86b1-f99f85e0af93,Sra. Anna Liz Mendonça,1978-05-22,438.470.896-73,26520594,Araújo de da Costa,PB,Brasil,F,(021) 6824 5098,43847089673@exemplo.com.br,2024-03-09
58678bf9-29b2-4871-be40-e5ce8f6028f5,Erick Pinto,1988-09-17,385.934.224-89,41881-713,Vargas de Rios,SE,Brasil,M,(071) 3693 8162,38593422489@exemplo.com.br,2023-12-01
2a33bf28-5d91-442f-8b02-b91a18985cdf,Srta. Ana Lívia Pinto,1971-08-15,004.348.290-23,38720-484,Novais das Pedras,PI,Brasil,M,+55 (061) 4013 8570,00434829023@exemplo.com.br,2024-11-29
e83c897c-b7a1-4423-9977-5c27fe0d272e,Srta. Allana Vieira,1979-08-10,964.521.935-93,98277-482,Rios,ES,Brasil,M,+55 84 0545-1644,96452193593@exemplo.com.br,2023-10-12
b92aa777-2c2b-4221-89f1-8c258204ccee,Gael Henrique Pires,1990-06-10,584.676.169-40,42615237,Silveira,PI,Brasil,F,+55 71 5553 7550,58467616940@exemplo.com.br,2024-10-26
021b3eca-17d1-44ec-a054-24d48c6d2589,Antony Barbosa,1994-12-30,660.326.555-17,16024-945,Novais do Amparo,ES,Brasil,M,+55 31 5760-4157,66032655517@exemplo.com.br,2024-10-08
af1a178d-6e0c-44ea-b1a8-bc22c3d120c0,Noah Costa,1963-08-16,686.464.724-18,19321-212,Ramos,CE,Brasil,M,+55 (021) 9283-1313,68646472418@exemplo.com.br,2024-08-22
9a4ffd18-b5d9-47ac-bd05-f9880f366434,Melina das Neves,1978-03-17,205.820.343-89,70836-897,Leão Alegre,RR,Brasil,M,81 0861 3785,20582034389@exemplo.com.br,2025-05-08
f6273c47-9669-4430-84c7-38ca291f6a3a,João Pedro Nascimento,1947-02-11,066.512.244-53,90053-141,Abreu,GO,Brasil,M,21 1169 2867,06651224453@exemplo.com.br,2025-07-20
662a6905-7f06-4196-9d22-b2fc96a81e4f,Vicente Machado,1983-12-18,450.953.174-95,10796138,Abreu de da Mata,SE,Brasil,F,+55 (021) 6634 3336,45095317495@exemplo.com.br,2025-02-04
a1530426-7a85-41f5-ae1f-ab0049dea428,Luara Rezende,1969-06-15,064.950.234-68,50140159,Barbosa de Costa,TO,Brasil,F,51 7399 3617,06495023468@exemplo.com.br,2025-03-04
356efa8b-20c2-41d7-ae35-82e6b9df6522,Igor Azevedo,1950-12-29,499.915.209-14,16125-004,Souza,PE,Brasil,F,+55 81 0667-8277,49991520914@exemplo.com.br,2024-03-07
d97a2e55-5a9f-407a-b0d9-7ab8fe5c6b46,Kaique Nogueira,1991-02-23,204.381.543-84,67694142,Duarte,RS,Brasil,M,(071) 4102-1299,20438154384@exemplo.com.br,2024-03-25
0de9f3ee-e572-4aab-ace1-ab8fb7fe2087,Sr. Daniel Machado,1985-11-20,548.951.666-46,62944-319,Rodrigues de Vargas,PI,Brasil,M,0300-968-7933,54895166646@exemplo.com.br,2024-09-06
4b74e5de-d737-48bc-8ed0-bbfdf9a60334,Stella Cirino,1961-07-18,636.503.060-10,83400816,Marques da Prata,AL,Brasil,M,+55 11 3669-2674,63650306010@exemplo.com.br,2023-10-11
cbb01f84-0eb2-43e9-8695-e0eef27dba3a,Isaac Nunes,1939-02-28,260.834.871-82,82384-692,Guerra do Oeste,PR,Brasil,F,(071) 2720 3976,26083487182@exemplo.com.br,2025-01-04
8feb5d46-0be9-41c3-b135-79a335717c24,Carlos Eduardo Azevedo,1936-11-02,491.606.680-13,18865172,da Rosa da Serra,PB,Brasil,F,(031) 9124 2915,49160668013@exemplo.com.br,2024-07-29
63866561-373b-4e38-bbcc-e19286e30190,Cecília Rezende,1945-02-07,256.962.731-26,88066669,da Rosa,BA,Brasil,M,+55 71 1643-8142,25696273126@exemplo.com.br,2024-10-23
eb3cdca0-9e45-4266-b4a7-bc392cfd9cc7,Maria Vitória Costa,1982-12-11,390.742.988-26,14712-995,Melo,RO,Brasil,F,(084) 3930 2734,39074298826@exemplo.com.br,2024-05-05
da262c8a-38d8-426f-b5bb-2cc9d49c7239,Sr. Francisco Sousa,1956-05-03,804.971.359-69,90618785,Porto Alegre,RS,Brasil,F,+55 41 9994 1666,80497135969@exemplo.com.br,2025-03-22
1ede7ba2-7f63-4761-8790-c259f03ba29f,Hellena Barros,1996-05-21,807.304.166-67,28527-626,Melo da Mata,PI,Brasil,M,+55 (011) 3210 5388,80730416667@exemplo.com.br,2025-07-18
c835d931-a71a-49c1-bc69-25988aecd408,Maria Sophia Abreu,1935-05-09,079.641.877-06,01218709,Oliveira da Mata,RN,Brasil,F,+55 81 6274 7942,07964187706@exemplo.com.br,2024-07-17
da593bfd-c899-489a-aff4-6d9fd4a3cfcd,Ravy Guerra,1998-09-07,994.368.667-15,34877-537,da Mata de Moura,RN,Brasil,M,41 5162 2236,99436866715@exemplo.com.br,2024-01-24
64bb31a7-c2b1-4dfb-934a-51c6da99ae21,João Lucas Montenegro,1935-12-25,753.237.108-43,44944-586,Azevedo da Mata,RS,Brasil,F,+55 51 7463 7799,75323710843@exemplo.com.br,2025-09-08
12eff9c7-17bc-4170-b989-cf38eea42925,Nicole Duarte,1945-01-02,095.855.813-35,97905282,da Paz,CE,Brasil,M,(084) 3045 4364,09585581335@exemplo.com.br,2024-12-12
46b86759-8f6e-43bf-909c-0cfff0d46756,Vitor Hugo Novais,1955-12-08,387.761.862-78,63859409,Novais do Campo,GO,Brasil,F,+55 (061) 5483-7083,38776186278@exemplo.com.br,2024-12-15
3c246d5d-41a4-407b-af23-d4d1548e9057,Anthony Gabriel Caldeira,1946-09-11,717.545.590-29,76929-596,Sampaio,RO,Brasil,F,(071) 4769-4719,71754559029@exemplo.com.br,2024-01-03
a37b052d-4e24-4105-aeb7-251e5d5adb28,Dra. Maria Luiza Alves,1945-06-10,116.266.868-84,18188-860,Macedo do Galho,RS,Brasil,M,+55 (084) 9060 4642,11626686884@exemplo.com.br,2025-04-21
6fa9e123-9d01-47b8-8419-80b412a992c7,Dra. Aylla Albuquerque,2001-02-18,608.613.962-84,98375-184,Santos,ES,Brasil,F,31 6340-0131,60861396284@exemplo.com.br,2023-11-10
5b739be9-505c-42b3-b067-d4e676fd0fa5,Bella Marques,1997-07-12,671.016.648-05,36312647,Lopes,RJ,Brasil,M,+55 61 7939 8821,67101664805@exemplo.com.br,2024-09-28
e456efc2-a89e-4448-aa94-5e9c837cecde,Maria Caldeira,1938-12-13,529.162.010-33,63951400,da Cruz,SC,Brasil,M,41 8852 2825,52916201033@exemplo.com.br,2024-06-04
